"name","description","make","model","type","year","price","engine","cylinders","fuel","mileage","transmission","trim","body","doors","exterior_color","interior_color","drivetrain"
"2024 Hyundai Tucson Hybrid Limited","
      
        '2024 Hyundai Tucson Hybrid Limited Limited Amazon GrayI4. This Tucson Hybrid Limited is nicely equipped with Option Group 01 I4 3.32 Axle Ratio 4-Wheel Disc Brakes 8 Speakers ABS brakes Air Conditioning Alloy wheels AM/FM radio: SiriusXM Apple CarPlay Android Auto Auto High-beam Headlights Auto-dimming Rear-View mirror Automatic temperature control Brake assist Bumpers: body-color Carpeted Floor Mats Delay-off headlights Driver door bin Driver vanity mirror Dual front impact airbags Dual front side impact airbags Electronic Stability Control Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription) Exterior Parking Camera Rear Four wheel independent suspension Front and Rear Mudguards Front anti-roll bar Front Bucket Seats Front Center Armrest Front dual zone A/C Front reading lights Fully automatic headlights Garage door transmitter: HomeLink Heated Ventilated Front Bucket Seats Heated door mirrors Heated front seats Heated rear seats Heated steering wheel Illuminated entry Leather Seat Trim Low tire pressure warning Memory seat Navigation System Occupant sensing airbag Outside temperature display Overhead airbag Overhead console Panic alarm Passenger door bin Passenger vanity mirror Power door mirrors Power driver seat Power Liftgate Power moonroof Power passenger seat Power steering Power windows Radio data system Radio: Bose Premium w/AM/FM/HD Audio System Rain sensing wipers Rear anti-roll bar Rear reading lights Rear seat center armrest Rear side impact airbag Rear window defroster Rear window wiper Remote keyless entry Roof rack: rails only Security system Speed control Split folding rear seat Spoiler Steering wheel mounted audio controls Tachometer Telescoping steering wheel Tilt steering wheel Traction control Trip computer Turn signal indicator mirrors Variably intermittent wipers Ventilated front seats Wheel Locks and Wheels: 19''x 7.5J''Machine-Face Finish Alloy.Call 603-841-3099 to schedule your contact free te
      
    At Key Hyundai of Salem our mission is to provide an exceptional experience to our customers and employees with a vision to be the most recognized and respected automobile group in the Northeast by holding true to our core values of RESPECT, INTEGRITY, VALUE, RESPONSIBILITY, TRANSPARENCY AND DEVELOPING PEERS.  Experience the Key Difference at Key Hyundai of Salem. Sale price includes incentives.","Hyundai","Tucson Hybrid","New","2024","40979","16V GDI DOHC Turbo Hybrid","4","Hybrid","12","6-Speed Automatic","Limited","SUV","4","Amazon Gray","Black","All-wheel Drive"
"2024 Ford Edge SE","
      
        21/28 City/Highway MPG Carbonized Gray Metallic 2024 Ford Edge SE AWD 8-Speed Automatic EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCTIn everything we do, we believe in building long-lasting family relationships; we believe in Community Service; we believe in making every experience fun, safe and outstanding. Check out over 100 reviews of our dealership at www.hutchesonford.com/customer-testimonials/.At Hutcheson Ford, It's Not What We Do, It's How We Do It! Call 1.888.694.1983 For More Information!!
      
    F: Family. You're it! Check out our $20 Oil Change Special! Just click ""Check for Specials"" below! O: Outrageous Customer Service- over 200 5-Star Reviews? Yes, please! R: Really in it for the customer. D: Drop by! Come for the great deals, free snacks, drinks, and WIFI..but stay for the best FORD experience in over 200 miles.   At Hutcheson Ford, It's Not What We Do, It's How We Do It!","Ford","Edge","New","2024","39025","t 2L I-4 gasoline direct injection, DOHC, variable valve","4","Gasoline","5","Automatic","SE","SUV","4","Carbonized Gray Metallic","Ebony","All-wheel Drive"
"2024 Hyundai IONIQ 5 SEL","
      
        Country Hyundai is part of the TommyCar Auto Group. We are proud to make purchasing and servicing a vehicle simple, transparent, and hassle-free with the TommyCar Difference. Buy with confidence, convenience and get rewarded. Come join the family, experience the difference, and see why You're Going to Love It Here! 2024 Hyundai IONIQ 5 SEL IONIQ 5 SEL, 4D Sport Utility, 1-Speed Automatic, 4-Wheel Disc Brakes, ABS brakes, Heated Front Bucket Seats, Heated front seats, Option Group 01, Power driver seat, Power Liftgate, Power windows, Split folding rear seat. Please call dealership to verify availability/location. Internet price cannot be combined with any other sale prices, coupons or promotional events. Previous sales excluded. Prices fluctuate daily based on market conditions and days supply and are subject to change at any time. Prices listed do not include the following fees: tax, title, registration, dealer, bank, $694 documentation, or any other fees that may be imposed by federal, state, county or city agencies. Incentives and availability subject to change and not every customer will qualify for all discounts. Residency restrictions apply. Optional installed accessories additional. While every effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained. Stock photos for illustration only. Not all customers may qualify for all rebates listed, see dealer for details. Price includes: $7500 - Retail Bonus Cash. Exp. 06/03/2024
      
    ","Hyundai","IONIQ 5","New","2024","45269","c",,"Electric","4","1-Speed Automatic","SEL","SUV","4","Teal","Gray","All-wheel Drive"
"2024 Jeep Wagoneer L Series II","
      
        Heated Leather Seats, Navigation, Moonroof, Third Row Seat, 4x4, Turbo Charged, Aluminum Wheels, Trailer Hitch, ENGINE: 3.0L I6 HURRICANE SO TWIN TUR... Series II Carbide trim, Silver Zynith exterior and Global Black interior. AND MORE!======KEY FEATURES INCLUDE: Leather Seats, Navigation, 4x4, Quad Bucket Seats, Power Liftgate, Rear Air, Heated Driver Seat, Cooled Driver Seat, Running Boards, Premium Sound System, Satellite Radio, iPod/MP3 Input, Onboard Communications System, Trailer Hitch, Aluminum Wheels MP3 Player, Remote Trunk Release, Privacy Glass, Keyless Entry, Steering Wheel Controls. ======OPTION PACKAGES: CONVENIENCE GROUP I Rack Cargo Management System, Side Distance Warning, Quadra-Lift Air Suspension, Surround View Camera System, Semi Active Damping, Traffic Sign Recognition, Auto High Beam Headlamp Control, 2nd Row Manual Window Shades, Head Up Display, Heated Second Row Seats, P&P Park & Unpark Assist w/Stop System, Drowsy Driver Detection, Intersection Collision Assist System, QUICK ORDER PACKAGE 25F CARBIDE Engine: 3.0L I6 Hurricane SO Twin Turbo ESS, Transmission: 8-Speed Automatic (8HP75), Reversible Carpet/Vinyl Cargo Mat, Black Interior Accents, Carbide Appearance Package, 3 Panel Sunroof, Adjustable Roof Rail Crossbars, Piano Black Exterior Accents, FLEXIBLE SEATING GROUP 8 Passenger Seating, 40/20/40 2nd Row Bench Power Tip/Slide, GVWR: 7,700 lbs, TRANSMISSION: 8-SPEED AUTOMATIC (8HP75) (STD), ENGINE: 3.0L I6 HURRICANE SO TWIN TURBO ESS (STD). ======BUY FROM AN AWARD WINNING DEALER: All American Chrysler Jeep Dodge of Midland provides the residents of Midland, TX and surrounding areas with up to date inventories of new and pre-owned Chrysler, Dodge and Jeep vehicles. But that isnt all youll find! Our responsive staff can help you with financial matters, service your car, order OEM auto parts and more! We have the knowledge and experience to ensure you quality service. Come visit us today at 3801 W Wall St or call us. Plus TT&L and fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    Nobody beats a Midland Dodge deal.  Nobody.","Jeep","Wagoneer L","New","2024","81160","24V GDI DOHC Twin Turbo","6","Gasoline","4","8-Speed Automatic","Series II","SUV","4","Silver Zynith","Global Black","Four-wheel Drive"
"2024 Ford Edge SE","
      
        This Ford won't be on the lot long! It comes equipped with all the standard amenities for your driving enjoyment. The engine breathes better thanks to a turbocharger, improving both performance and economy. Ford prioritized fit and finish as evidenced by: a trip computer, air conditioning, and more. Smooth gearshifts are achieved thanks to the 2 liter 4 cylinder engine, and for added security, dynamic Stability Control supplements the drivetrain. Our sales reps are knowledgeable and professional. We'd be happy to answer any questions that you may have. Stop in and take a test drive!
      
    For more information regarding this vehicle or to schedule a test drive today contact our Sales Dept at 888-807-1919..!!! Looking forward to se you soon..
","Ford","Edge","New","2024",,"16V GDI DOHC Turbo","4","Gasoline","1342","8-Speed Automatic","SE","SUV","4","Metallic","Ebony","All-wheel Drive"
"2024 Nissan Versa 1.6 SV","
      
        Aspen White Tricoat 2024 Nissan Versa 1.6 SV FWD CVT 1.6L I4 DOHC 16V 16'' Aluminum Alloy Wheels, 4 Speakers, ABS brakes, Air Conditioning, Alloy wheels, Apple CarPlay/Android Auto, Auto High-beam Headlights, Blind Spot Warning, Brake assist, Bumpers: body-color, Carpeted Floor Mats & Trunk Mat (5-Piece Set), Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: AM/FM Audio System, Rear side impact airbag, Rear window defroster, Remote keyless entry, Shopping Bag Hooks, Speed control, Splash Guards, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Trunk Net, Trunk Package, Upgraded Cloth Seat Trim, Variably intermittent wipers.Recent Arrival! 32/40 City/Highway MPG
      
    Why buy a New Nissan anywhere else? Bommarito Nissan Hazelwood has been the #1 NISSAN DEALER IN MISSOURI FOR 22 STRAIGHT YEARS! We give you the absolute best price and a no charge 10yr/200,000 mile nationwide powertrain warranty and 3 yrs of free maintenance on every new vehicle purchase.","Nissan","Versa","New","2024","21195","4 DOHC, variable valve control, regular unleaded, engine","4","Gasoline","0","CVT","1.6 SV","Sedan","4","Aspen White Tricoat","Graphite","Front-wheel Drive"
"2024 Jeep Grand Cherokee 4xe Base","
      
        O'Steen CDJR is excited to offer this 2024 Jeep Grand Cherokee 4xe . Want more room? Want more style? This Jeep Grand Cherokee 4xe is the vehicle for you. There's a level of quality and refinement in this Jeep Grand Cherokee 4xe that you won't find in your average vehicle. Taking the road less traveled has never been more fun than with this 4WD. With improved performance, mileage and acceleration, this 2024 4WD Jeep Grand Cherokee 4xe is king of the off-road. You've found the one you've been looking for. Your dream car.
      
    ","Jeep","Grand Cherokee 4xe","New","2024","63440","16V GDI DOHC Turbo Hybrid","4","Hybrid","5","8-Speed Automatic","Base","SUV","4","Silver Zynith","Global Black","Four-wheel Drive"
"2024 Hyundai Kona Limited","
      
        This vehicle won't be on the lot long! It's equipped with tons of terrific amenities, but it won't break your budget! Turbocharger technology provides forced air induction, enhancing performance while preserving fuel economy. Top features include front bucket seats, telescoping steering wheel, a roof rack, and power windows. Smooth gearshifts are achieved thanks to the efficient 4 cylinder engine, and for added security, dynamic Stability Control supplements the drivetrain. Our team is professional, and we offer a no-pressure environment. We'd be happy to answer any questions that you may have. Stop in and take a test drive!
      
    ","Hyundai","Kona","New","2024","33969","16V GDI DOHC Turbo","4","Gasoline","0","8-Speed Automatic","Limited","SUV","4","Red Metallic","Gray","Front-wheel Drive"
"2024 Ford Edge SEL","
      
        Vehicle DetailsIntroducing the 2024 Ford Edge SEL AWD  a masterful blend of performance, luxury, and cutting-edge technology, designed to elevate your driving experience to new heights. Under the hood, you'll find the robust L4, 2.0L engine, delivering a perfect balance of power and efficiency, making every drive a thrill.The Ford Edge SEL comes equipped with All-Wheel Drive, ensuring optimal traction and control in all weather conditions. Whether you're navigating city streets or tackling rugged terrain, this SUV is built to handle it all with confidence and ease.Step inside and indulge in the sheer luxury of leather seats, designed for ultimate comfort and style. The automatic climate control system ensures you and your passengers always enjoy the perfect temperature, no matter the season. Convenience is at your fingertips with the remote start feature, allowing you to warm up or cool down your vehicle before you even step inside.Stay connected and entertained with Apple CarPlay, seamlessly integrating your iPhone with the vehicle's infotainment system. Plus, the rear parking sensors provide an added layer of safety, making parking in tight spots a breeze.The 2024 Ford Edge SEL AWD is not just a vehicle; it's a statement of sophistication and performance. Don't miss your chance to experience the pinnacle of modern driving  visit your local Ford dealership today!EquipmentThe Ford Edge keeps you comfortable with Auto Climate. This vehicle's Cross-Traffic Alert: Safeguarding you from unexpected traffic when reversing. The leather seats in this model are a must for buyers looking for comfort, durability, and style. Protect this vehicle from unwanted accidents with a cutting edge backup camera system. This vehicle comes equipped with Android Auto for seamless smartphone integration on the road. It offers Apple CarPlay for seamless connectivity. The rear parking assist technology on this mid-size suv will put you at ease when reversing. The system alerts you as you get closer to an obstruction. Never get into a cold vehicle again with the remote start feature on this mid-size suv. Bluetooth technology is built into this unit, keeping your hands on the steering wheel and your focus on the road. The vehicle has a L4, 2.0L high output engine. Set the temperature exactly where you are most comfortable in this model.
      
    ","Ford","Edge","New","2024","38598","t 2L I-4 gasoline direct injection, DOHC, variable valve","4","Gasoline","10","Automatic","SEL","SUV","4","Carbonized Gray Metallic","Dune","All-wheel Drive"
"2024 GMC Sierra 1500 Denali Ultimate","10-Speed Automatic, 4WD, Alpine Umber Leather. White Frost Tricoat 2024 GMC Sierra 1500 Denali Ultimate 4WD 10-Speed Automatic EcoTec3 6.2L V8 Available at Mitch Hall in Lamesa. Price includes: $2750 - Buick & GMC Consumer Cash Program. Exp. 06/03/2024","GMC","Sierra 1500","New","2024","84405","16V GDI OHV","8","Gasoline","12","10-Speed Automatic","Denali Ultimate","Pickup Truck","4","White Frost Tri-Coat","Alpine Umber","Four-wheel Drive"
"2024 Jeep Grand Cherokee Limited","","Jeep","Grand Cherokee","New","2024","52810","24V MPFI DOHC","6","Gasoline","5","8-Speed Automatic","Limited","SUV","4","Midnight Sky","Global Black","Four-wheel Drive"
"2024 Chevrolet Silverado 1500 LT Trail Boss","
      
        $1,750 off MSRP! Slate Gray Metallic 2024 Chevrolet Silverado 1500 LT Trail Boss 4WD 10-Speed Automatic 3.0L I6 10-Speed Automatic, 4WD, Black Cloth. Price includes: $1000 - Chevrolet Select Market Bonus Cash. Exp. 06/03/2024 $750 - Not available with special financing, lease and some other offers. See dealer for details.
      
    ","Chevrolet","Silverado 1500","New","2024","63145","24V DDI DOHC Turbo Diesel","6","Diesel","5","10-Speed Automatic","LT Trail Boss","Pickup Truck","4","Slate Gray Metallic","Black","Four-wheel Drive"
"2024 GMC Terrain AT4","Looking for a dealer that doesn't play games? You just found it, we want this to be the best car buying experience you every had. We have no hidden fees of any kind, what we agree on is what you pay no more. Give us a call you won't be disappointed.","GMC","Terrain","New","2024","34940","16V GDI DOHC Turbo","4","Gasoline","0","9-Speed Automatic","AT4","SUV","4","Ebony Twilight Metallic","Jet Black","All-wheel Drive"
"2024 Dodge Hornet GT AWD","
      
        8 Ball 2024 Dodge Hornet GT4D Sport Utility GT AWD 2.0L I4 DOHC21/29 City/Highway MPG 21/29 City/Highway MPGActive Driving Assist System, Alcantara Seats w/Red Accents, Bright Pedals, Cold Weather Group, Dark GT Badge, Dark Hornet Badge, Drowsy Driver Detection, Dual Mode Suspension, Gloss Black Painted Day Light Opening, Gloss Black Painted Mirror Caps, GT Blacktop + Track Pack Bundle, Heated Front Seats, Heated Steering Wheel, Intelligent Speed Assist (ISA), Manual Adjust 6-Way Driver Seat, Manual Adjust 6-Way Front Passenger Seat, ParkSense Front/Rear/Side Park Assist, Red Brake Calipers, Remote Start System, Sporty Leather Steering Wheel, Steel Door Sills, Surround View Camera System, Tech Pack w/o Parking, Wheels: 20'' x 8'' Abyss Finish Aluminum.Max Chrysler Dodge Jeep RAM Belton has a large selection of New and Pre-Owned vehicles in stock! You can view our digital showroom 24-7 online or in person. Max Transit is a great option for sales and service. When buying your next New or Pre-Owned vehicle, you can buy online and we will deliver to your doorstep. Our service department prides ourselves on servicing all years, makes and models. Max Transit provides our customers a free pick up and delivery service for all your vehicle needs. Ask about Mobile Service. Your Kansas City Dealer. ≪br>You are not just buying a car, you are investing in a commitment to quality and reliability. The MAX Advantage Limited Lifetime Warranty included on your new and pre-owned vehicle: Yearly Appraisal and Safety Inspection, Courtesy Shuttle, and more. ≪br>Max Motors Dealerships offer Max Assurance were we have you covered and protected with stolen vehicle recovery, exterior and interior environmental protection, and theft secure.&Quot;Our mission is to be the premier quality vehicle retailer in the Midwest, providing the best opportunity for our team members, customers, communities, and the manufacturers we represent.&Quot; The Max Motors Dealerships opened their first store in 2006. &Quot;We attribute our rapid growth to the success of our team members and customers that drove Max Motors to expand.&Quot; In 2019, acquiring our south Kansas City location in Belton, Missouri. Max Chrysler Dodge Jeep Ram of Belton has received the Penstar award from Chrysler for three consecutive years, Top-Rated Lifetime Dealer Award from CarFax, and the Dealer of the Year with DealerRater. ≪br>Max Motors is proudly one of 53 Kansas City-area companies to be ranked within the Inc. 5000 list for 2023. We have consistently shown growth since 2017, with the most recent jump from spot 3162 (in 2022) to the current ranking of 2497.
      
    Don’t overpay on your next New or Pre-Owned vehicle. Max Motors Dealership makes the deals the other dealers won’t. Ask about Max Transit, buy online and we will deliver to your door step. Call (816) 425-2010","Dodge","Hornet","New","2024","37498","ne 2L I-4 gasoline direct injection, DOHC, variable valve","4","Gasoline","12","Automatic","GT AWD","SUV","4","8 Ball","Black","All-wheel Drive"
"2024 RAM 3500 Tradesman","
      
        Bright White Clearcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6 Disclaimer: New vehicle pricing includes all offers and incentives. Tax, Title and tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify the information with a customer service rep. This is easily done by calling 941-234-9285 or by visiting us at the dealership. With approved credit. Terms may vary. Monthly payments are only estimates derived from the vehicle price with a 72 month term, 4.9% interest and 20% down payment. Pricing does not include $999 pre-delivery service fee, $178.95 electronic tag registration service fee, and does not include dealer installed options. Pre-delivery service fee represents costs and profit to the dealer for items such as inspecting, cleaning, adjusting vehicles, and preparing documents related to the sale. The MSRP is provided for informational purposes only and may not reflect the actual selling price of the vehicle. Call dealer for actual sales price.
      
    SARASOTA AREA NEW & USED CAR DEALERSHIP SERVING THE VENICE, PORT CHARLOTTE, BRADENTON & PUNTA GORDA, FL REGION","RAM","3500","New","2024","58950","24V DDI OHV Turbo Diesel","6","Diesel","12","6-Speed Automatic","Tradesman","Pickup Truck","4","Bright White Clearcoat","Black","Four-wheel Drive"
"2024 Volkswagen Taos 1.5T SE","Black 2024 Volkswagen Taos 1.5T SE AWD 7-Speed DSG Automatic with Tiptronic 1.5L I4 Turbocharged DOHC 16V LEV3-SULEV30 158hp24/32 City/Highway MPG","Volkswagen","Taos","New","2024","32751","4 gasoline direct injection, DOHC, variable valve control","4","Gasoline","51","7-Speed DSG Automatic with Tiptronic","1.5T SE","SUV","4","Deep Black Pearl",,"All-wheel Drive"
"2023 Dodge Charger SXT","
      
        Moonroof, Onboard Communications System, iPod/MP3 Input, Satellite Radio, Back-Up Camera, Aluminum Wheels, POWER SUNROOF, ENGINE: 3.6L V6 24V VVT, TRANSMISSION: 8-SPEED AUTOMATIC (850R... ALPINE AUDIO GROUP W/SUBWOOFER, All Wheel Drive. Triple Nickel Clearcoat exterior and Black interior. Warranty 5 yrs/60k Miles - Drivetrain Warranty; OPTION PACKAGESPOWER SUNROOF, ALPINE AUDIO GROUP W/SUBWOOFER Trunk Mounted Subwoofer, 506 Watt Amplifier, 9 Premium Alpine Speakers, Surround Sound, TRANSMISSION: 8-SPEED AUTOMATIC (850RE) (STD), ENGINE: 3.6L V6 24V VVT (STD). KEY FEATURES INCLUDEAll Wheel Drive, Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onboard Communications System. Dodge SXT with Triple Nickel Clearcoat exterior and Black interior features a V6 Cylinder Engine with 300 HP at 6350 RPM. VISIT US TODAYAt Allen Samuels of Jackson, were right on the bypass, right on the price! We may be new in Jackson, but weve been making friends in the car business for over 50 years. With our extensive inventory, multiple finance options and professional sales staff, were sure to get you in the right vehicle without all the hassle. Come by, lets be friends. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. 
      
    Please contact us for more information regarding local delivery.","Dodge","Charger","New","2023","41890","24V MPFI DOHC","6","Gasoline","18","8-Speed Automatic","SXT","Sedan","4","Silver","Black","All-wheel Drive"
"2024 Jeep Compass Trailhawk","
      
        Looking for a new car at an affordable price? This vehicle won't be on the lot long! This vehicle delivers the thrill of sport-oriented motoring in a value-oriented package. Prepare to be impressed! Turbocharger technology provides forced air induction, enhancing performance while preserving fuel economy. You will have a pleasant shopping experience that is fun, informative, and never high pressured. Stop by our dealership or give us a call for more information.
      
    ","Jeep","Compass","New","2024","38000","gasoline direct injection, DOHC, variable valve control,","4","Gasoline","10","Automatic","Trailhawk","SUV","4","Bright White Clearcoat","Ruby Red/Black","Four-wheel Drive"
"2023 Ford Transit-350 Base","Golden Circle Ford Lincoln has been family owned since 1979, so we know how to treat local folks as well as new visitors. Our service and parts department have won many awards. Our sales staff are Ford trained and certified specialists. We know how to show true southern hospitality. Internet price includes all applicable factory rebates. Contact dealer for details.","Ford","Transit-350","New","2023","57000","24V GDI DOHC Twin Turbo","6","Gasoline","5581","10-Speed Automatic","Base","Cargo Van","3","White","Gray","Rear-wheel Drive"
"2024 Jeep Grand Cherokee L Laredo","Silver ZynithExperience the Key Difference - With the purchase of your used vehicle, we offer a free oil change and free state inspection stickers for as long as you own the car! No hassle pricing, come check us out. Proud member of the Key Auto Group. Over 1000 used vehicles in many convenient locations in New Hampshire, Maine and Vermont!  www.keyauto.com","Jeep","Grand Cherokee L","New","2024","48201","OHV","6","Gasoline","10","8-Speed Automatic","Laredo","SUV","4","Silver Zynith","Global Black","Four-wheel Drive"
"2024 Audi Q5 e 55 Premium Plus","Glacier White 2024 Audi Q5 e 55 Premium Plus S Line quattro 7-Speed Automatic S tronic 2.0L TurbochargedAt each of our three Seattle area car dealerships, you'll find a stellar selection of new and pre-owned automobiles at competitive prices. If you are shopping new cars and SUVs for sale in Seattle, then be sure to see our lineup of luxurious new Audi Q5 and A4 models. Or, turn to a new Volkswagen Golf or Tiguan from University Volkswagen for a sporty new ride that can take on Seattle traffic.","Audi","Q5 e","New","2024","73360","gasoline direct injection, DOHC, variable valve control,","4","Gasoline","12","7-Speed Automatic S tronic","55 Premium Plus","SUV","4","Glacier White","Black","All-wheel Drive"
"2023 Dodge Durango Pursuit","2023 Dodge Durango AWD Pursuit DB Black Crystal Clearcoat 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVTThank you for visiting Don Franklin Auto Group. We know you have many choices while shopping for automotive products and services on the Internet. Our goal is to provide you with a complete 1-stop shopping site while you are visiting our virtual dealership. We will provide you with quick, expedient answers to any questions you may have.","Dodge","Durango","New","2023","47340","16V MPFI OHV","8","Gasoline","33","8-Speed Automatic","Pursuit","SUV","4","DB Black Crystal Clearcoat","Black","All-wheel Drive"
"2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box","Diamond Black Crystal Pearlcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6Carter County Dodge is happy to offer free flights withing the continental U.S. for any of our customers! We will pick you up at the airport in order to sign your paperwork and deliver your car right to your front door!  For More Information, Call Frank Chavez at 580-224-3814","RAM","3500","New","2024","64111","6.7L I-6 diesel direct injection, VVT intercooled turbo,","6","Diesel","6","Automatic","Tradesman Crew Cab 4x4 8&#39; Box","Pickup Truck","4","Black","Black Interior Color","Four-wheel Drive"
"2024 Kia Sorento LX","Sorento LX FWDWe at Matt Blatt are dedicated to serving all your automotive needs. Our sales department has one purpose: to exceed your expectations from test drive to delivery. Our professional sales team is committed to a no-pressure, high integrity approach to your ownership experience. We have three locations to serve you - Glassboro, Vineland and Atlantic City. Mention that you saw this ad on Cars.com!","Kia","Sorento","New","2024","33590","16V PDI DOHC","4","Gasoline","12","8-Speed Automatic","LX","SUV","4","Ebony Black","Black","Front-wheel Drive"
"2024 INFINITI QX50 LUXE","
      
        Vaden is pleased to offer 2024 INFINITI QX50 LUXE in Radiant White, Beautifully equipped with all the essentials and then some! FWD CVT I423/29 City/Highway MPG4-Wheel Disc Brakes, 5.846 Axle Ratio, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Bose 12-Speaker Premium Audio, Brake assist, Bumpers: body-color, CD player, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: INFINITI InTouch (1-year complimentary trial), Exclusive Paint - Radiant White, Exterior Parking Camera Rear, Floor Mats, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Illuminated Kick Plates, Knee airbag, Leather Shift Knob, Leather steering wheel, Leather-Appointed Seat Trim, Literature Kit, Low tire pressure warning, Memory seat, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Radio data system, Radio: HD Audio System, Rear anti-roll bar, Rear Parking Sensors, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Splash Guards (Set of 4), Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, and Wheels: 19' Silver Painted Aluminum Alloy. Price includes: $1000 - Retail Cash. Exp. 06/03/2024
      
    ","INFINITI","QX50","New","2024","46855","o 2L I-4 port/direct injection, DOHC, variable valve cont","4","Gasoline","11","Variable","LUXE","SUV","4","Radiant White","Pebble Gray","Front-wheel Drive"
"2024 Jeep Grand Cherokee L Limited","Diamond Black Crystal PearlcoatExperience the Key Difference - With the purchase of your used vehicle, we offer a free oil change and free state inspection stickers for as long as you own the car! No hassle pricing, come check us out. Proud member of the Key Auto Group. Over 1000 used vehicles in many convenient locations in New Hampshire, Maine and Vermont!  www.keyauto.com","Jeep","Grand Cherokee L","New","2024","58779","OHV","6","Gasoline","10","8-Speed Automatic","Limited","SUV","4","Diamond Black","Global Black","Four-wheel Drive"
"2024 Subaru Outback Premium","
      
        Heated Seats, Alloy Wheels, All Wheel Drive, Back-Up Camera, Satellite Radio, iPod/MP3 Input. Premium trim. FUEL EFFICIENT 32 MPG Hwy/26 MPG City! Warranty 5 yrs/60k Miles - Drivetrain Warranty; READ MORE!KEY FEATURES INCLUDEAll Wheel Drive, Heated Driver Seat, Back-Up Camera, Satellite Radio, iPod/MP3 Input. Rear Spoiler, MP3 Player, Keyless GO®, Privacy Glass, Steering Wheel Controls. EXPERTS ARE SAYINGGreat Gas Mileage: 32 MPG Hwy. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. 
      
    ","Subaru","Outback","New","2024","32490","16V GDI DOHC","4","Gasoline",,"Automatic CVT","Premium","SUV","4","Crystal White Pearl","Black","All-wheel Drive"
"2024 Ford Edge Titanium","$5,240 off MSRP!Agate Black Metallic 2024 Ford Edge Titanium (FCTP OUT) 4D Sport Utility AWD 8-Speed Automatic EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT 21/28 City/Highway MPG","Ford","Edge","New","2024","45995","t 2L I-4 gasoline direct injection, DOHC, variable valve","4","Gasoline","4723","8-Speed Automatic","Titanium","SUV","4","Agate Black Metallic","Ebony","All-wheel Drive"
